# name tx ty tz qx qy qz qw
frame_004230.jpg -2.865140 -0.639781 -3.964722 -0.004619 0.328906 -0.163457 0.930097
frame_004245.jpg -3.355644 -0.668763 -3.754545 -0.016300 0.384847 -0.171522 0.906756
frame_004260.jpg -3.546827 -0.551334 -3.574910 -0.015035 0.424805 -0.174225 0.888235
frame_004275.jpg -3.934557 -0.524733 -3.232240 -0.024793 0.482571 -0.182221 0.856333
frame_004290.jpg -4.222722 -0.482323 -2.893487 -0.032068 0.529634 -0.187381 0.826649
frame_004305.jpg -4.511314 -0.440202 -2.462552 -0.041026 0.579665 -0.192377 0.790757
frame_004320.jpg -4.764821 -0.325919 -1.812393 -0.049583 0.646219 -0.198962 0.735090
frame_004335.jpg -4.931619 -0.172630 -0.989487 -0.057883 0.718128 -0.202026 0.663421
frame_004350.jpg -4.998764 -0.039027 -0.130913 -0.065226 0.781801 -0.199449 0.587156
frame_004365.jpg -4.912932 0.039316 0.510979 -0.074651 0.823633 -0.203065 0.524233
frame_004380.jpg -4.790879 0.080843 1.032434 -0.085391 0.854646 -0.204751 0.469431
frame_004395.jpg -4.579945 0.118490 1.633223 -0.099431 0.887420 -0.204934 0.400752
frame_004410.jpg -4.289588 0.187718 2.054930 -0.104522 0.910924 -0.202458 0.343952
frame_004425.jpg -3.898929 0.252655 2.471106 -0.110580 0.932783 -0.199535 0.279057
frame_004440.jpg -3.389543 0.312817 2.870555 -0.116309 0.952106 -0.194704 0.205079
frame_004455.jpg -2.847248 0.363366 3.183667 -0.120944 0.965653 -0.188367 0.131925
frame_004470.jpg -2.357402 0.396268 3.375810 -0.124610 0.972858 -0.182217 0.069400
frame_004485.jpg -1.871440 0.419320 3.505679 -0.128094 0.975908 -0.176331 0.010182
frame_004500.jpg -1.471729 0.432199 3.538179 -0.129801 0.975991 -0.170546 -0.038819
frame_004515.jpg -1.250588 0.433689 3.496539 -0.130565 0.975000 -0.167338 -0.065774
frame_004530.jpg -1.068748 0.427569 3.428170 -0.131403 0.973496 -0.164518 -0.089288
frame_004545.jpg -0.954952 0.424517 3.382780 -0.131589 0.972417 -0.162321 -0.103643
frame_004560.jpg -0.869733 0.420885 3.337344 -0.132071 0.971275 -0.161316 -0.114713
frame_004575.jpg -0.847697 0.415247 3.301404 -0.132198 0.971060 -0.160660 -0.117279
frame_004590.jpg -0.845587 0.416330 3.301036 -0.132035 0.971033 -0.160680 -0.117661
frame_004605.jpg -0.845261 0.416575 3.301088 -0.132166 0.970996 -0.160756 -0.117713
